unix_s,iso,current_a,current_note,t1_freezer_f,t2_fridge_f,res1_ohm,res2_ohm,fault,relay_cmd,current_stale,compressor_on
1785733345.036,2026-08-03T01:02:25.036,0.925,,6.762,39.289,945.09,1015.82,0,0,1,0
1785733346.036,2026-08-03T01:02:26.036,0.925,,6.762,39.289,945.09,1015.82,0,0,1,0
1785733347.036,2026-08-03T01:02:27.036,0.925,,6.762,39.289,945.09,1015.82,0,0,1,0
1785733348.036,2026-08-03T01:02:28.036,0.925,,6.762,39.289,945.09,1015.82,0,0,1,0
1785733349.036,2026-08-03T01:02:29.036,0.925,,6.762,39.289,945.09,1015.82,0,0,1,0
1785733350.036,2026-08-03T01:02:30.036,0.925,,6.762,39.229,945.09,1015.69,0,0,1,0
1785733351.036,2026-08-03T01:02:31.036,0.925,,6.762,39.289,945.09,1015.82,0,0,1,0
1785733352.036,2026-08-03T01:02:32.036,0.925,,6.762,39.289,945.09,1015.82,0,0,1,0
1785733353.036,2026-08-03T01:02:33.036,0.925,,6.822,39.229,945.22,1015.69,0,0,1,0
1785733354.036,2026-08-03T01:02:34.036,0.925,,6.822,39.229,945.22,1015.69,0,0,1,0
1785733355.036,2026-08-03T01:02:35.036,0.925,,6.822,39.229,945.22,1015.69,0,0,1,0
1785733356.036,2026-08-03T01:02:36.036,0.925,,6.762,39.289,945.09,1015.82,0,0,1,0
1785733357.036,2026-08-03T01:02:37.036,0.925,,6.762,39.289,945.09,1015.82,0,0,1,0
1785733358.036,2026-08-03T01:02:38.036,0.925,,6.762,39.229,945.09,1015.69,0,0,1,0
1785733359.036,2026-08-03T01:02:39.036,0.925,,6.822,39.289,945.22,1015.82,0,0,1,0
1785733360.036,2026-08-03T01:02:40.036,0.925,,6.822,39.229,945.22,1015.69,0,0,1,0
1785733361.036,2026-08-03T01:02:41.036,0.925,,6.822,39.289,945.22,1015.82,0,0,1,0
1785733362.036,2026-08-03T01:02:42.036,0.925,,6.822,39.289,945.22,1015.82,0,0,1,0
1785733363.036,2026-08-03T01:02:43.036,0.925,,6.762,39.289,945.09,1015.82,0,0,1,0
1785733364.036,2026-08-03T01:02:44.036,0.925,,6.822,39.229,945.22,1015.69,0,0,1,0
1785733365.036,2026-08-03T01:02:45.036,0.925,,6.822,39.289,945.22,1015.82,0,0,1,0
1785733366.036,2026-08-03T01:02:46.036,0.925,,6.822,39.289,945.22,1015.82,0,0,1,0
1785733367.036,2026-08-03T01:02:47.036,0.925,,6.822,39.289,945.22,1015.82,0,0,1,0
1785733368.036,2026-08-03T01:02:48.036,0.925,,6.762,39.229,945.09,1015.69,0,0,1,0
1785733369.036,2026-08-03T01:02:49.036,0.925,,6.822,39.289,945.22,1015.82,0,0,1,0
1785733370.036,2026-08-03T01:02:50.036,0.925,,6.822,39.229,945.22,1015.69,0,0,1,0
1785733371.036,2026-08-03T01:02:51.036,0.925,,6.822,39.289,945.22,1015.82,0,0,1,0
1785733372.036,2026-08-03T01:02:52.036,0.925,,6.822,39.289,945.22,1015.82,0,0,1,0
1785733373.036,2026-08-03T01:02:53.036,0.925,,6.822,39.229,945.22,1015.69,0,0,1,0
1785733374.036,2026-08-03T01:02:54.036,0.925,,6.822,39.229,945.22,1015.69,0,0,1,0
1785733375.036,2026-08-03T01:02:55.036,0.925,,6.822,39.229,945.22,1015.69,0,0,1,0
1785733376.036,2026-08-03T01:02:56.036,0.925,,6.822,39.289,945.22,1015.82,0,0,1,0
1785733377.036,2026-08-03T01:02:57.036,0.925,,6.822,39.289,945.22,1015.82,0,0,1,0
1785733378.036,2026-08-03T01:02:58.036,0.925,,6.822,39.289,945.22,1015.82,0,0,1,0
1785733379.036,2026-08-03T01:02:59.036,0.925,,6.882,39.229,945.35,1015.69,0,0,1,0
1785733380.036,2026-08-03T01:03:00.036,0.925,,6.822,39.289,945.22,1015.82,0,0,1,0
1785733381.036,2026-08-03T01:03:01.036,0.925,,6.822,39.289,945.22,1015.82,0,0,1,0
1785733382.036,2026-08-03T01:03:02.036,0.925,,6.822,39.289,945.22,1015.82,0,0,1,0
1785733383.036,2026-08-03T01:03:03.036,0.925,,6.822,39.289,945.22,1015.82,0,0,1,0
1785733384.036,2026-08-03T01:03:04.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733385.036,2026-08-03T01:03:05.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733386.036,2026-08-03T01:03:06.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733387.036,2026-08-03T01:03:07.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733388.036,2026-08-03T01:03:08.036,0.925,,6.822,39.229,945.22,1015.69,0,0,1,0
1785733389.036,2026-08-03T01:03:09.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733390.036,2026-08-03T01:03:10.036,0.925,,6.882,39.229,945.35,1015.69,0,0,1,0
1785733391.036,2026-08-03T01:03:11.036,0.925,,6.882,39.229,945.35,1015.69,0,0,1,0
1785733392.036,2026-08-03T01:03:12.036,0.925,,6.882,39.229,945.35,1015.69,0,0,1,0
1785733393.036,2026-08-03T01:03:13.036,0.925,,6.822,39.289,945.22,1015.82,0,0,1,0
1785733394.036,2026-08-03T01:03:14.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733395.036,2026-08-03T01:03:15.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733396.036,2026-08-03T01:03:16.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733397.036,2026-08-03T01:03:17.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733398.036,2026-08-03T01:03:18.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733399.036,2026-08-03T01:03:19.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733400.036,2026-08-03T01:03:20.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733401.036,2026-08-03T01:03:21.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733402.036,2026-08-03T01:03:22.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733403.036,2026-08-03T01:03:23.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733404.036,2026-08-03T01:03:24.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733405.036,2026-08-03T01:03:25.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733406.036,2026-08-03T01:03:26.036,0.925,,6.882,39.229,945.35,1015.69,0,0,1,0
1785733407.036,2026-08-03T01:03:27.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733408.036,2026-08-03T01:03:28.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733409.036,2026-08-03T01:03:29.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733410.036,2026-08-03T01:03:30.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733411.036,2026-08-03T01:03:31.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733412.036,2026-08-03T01:03:32.036,0.925,,6.882,39.229,945.35,1015.69,0,0,1,0
1785733413.036,2026-08-03T01:03:33.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733414.036,2026-08-03T01:03:34.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733415.036,2026-08-03T01:03:35.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733416.036,2026-08-03T01:03:36.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733417.036,2026-08-03T01:03:37.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733418.036,2026-08-03T01:03:38.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733419.036,2026-08-03T01:03:39.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733420.036,2026-08-03T01:03:40.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733421.036,2026-08-03T01:03:41.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733422.036,2026-08-03T01:03:42.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733423.036,2026-08-03T01:03:43.036,0.925,,6.943,39.350,945.48,1015.95,0,0,1,0
1785733424.036,2026-08-03T01:03:44.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733425.036,2026-08-03T01:03:45.036,0.925,,6.882,39.289,945.35,1015.82,0,0,1,0
1785733426.036,2026-08-03T01:03:46.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733427.036,2026-08-03T01:03:47.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733428.036,2026-08-03T01:03:48.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733429.036,2026-08-03T01:03:49.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733430.036,2026-08-03T01:03:50.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733431.036,2026-08-03T01:03:51.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733432.036,2026-08-03T01:03:52.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733433.036,2026-08-03T01:03:53.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733434.036,2026-08-03T01:03:54.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733435.036,2026-08-03T01:03:55.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733436.036,2026-08-03T01:03:56.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733437.036,2026-08-03T01:03:57.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733438.036,2026-08-03T01:03:58.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733439.036,2026-08-03T01:03:59.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733440.036,2026-08-03T01:04:00.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733441.036,2026-08-03T01:04:01.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733442.036,2026-08-03T01:04:02.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733443.036,2026-08-03T01:04:03.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733444.036,2026-08-03T01:04:04.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733445.036,2026-08-03T01:04:05.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733446.036,2026-08-03T01:04:06.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733447.036,2026-08-03T01:04:07.036,0.925,,7.003,39.289,945.61,1015.82,0,0,1,0
1785733448.036,2026-08-03T01:04:08.036,0.925,,7.003,39.289,945.61,1015.82,0,0,1,0
1785733449.036,2026-08-03T01:04:09.036,0.925,,7.003,39.289,945.61,1015.82,0,0,1,0
1785733450.036,2026-08-03T01:04:10.036,0.925,,7.003,39.289,945.61,1015.82,0,0,1,0
1785733451.036,2026-08-03T01:04:11.036,0.925,,6.943,39.350,945.48,1015.95,0,0,1,0
1785733452.036,2026-08-03T01:04:12.036,0.925,,7.003,39.289,945.61,1015.82,0,0,1,0
1785733453.036,2026-08-03T01:04:13.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733454.036,2026-08-03T01:04:14.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733455.036,2026-08-03T01:04:15.036,0.925,,7.003,39.289,945.61,1015.82,0,0,1,0
1785733456.036,2026-08-03T01:04:16.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733457.036,2026-08-03T01:04:17.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733458.036,2026-08-03T01:04:18.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733459.036,2026-08-03T01:04:19.036,0.925,,7.003,39.289,945.61,1015.82,0,0,1,0
1785733460.036,2026-08-03T01:04:20.036,0.925,,7.003,39.350,945.61,1015.95,0,0,1,0
1785733461.036,2026-08-03T01:04:21.036,0.925,,6.943,39.289,945.48,1015.82,0,0,1,0
1785733462.036,2026-08-03T01:04:22.036,0.925,,7.003,39.289,945.61,1015.82,0,0,1,0
1785733463.036,2026-08-03T01:04:23.036,0.925,,7.003,39.289,945.61,1015.82,0,0,1,0
1785733464.036,2026-08-03T01:04:24.036,0.925,,7.003,39.350,945.61,1015.95,0,0,1,0
1785733465.036,2026-08-03T01:04:25.036,0.925,,7.003,39.289,945.61,1015.82,0,0,1,0
1785733466.036,2026-08-03T01:04:26.036,0.925,,7.003,39.289,945.61,1015.82,0,0,1,0
1785733467.036,2026-08-03T01:04:27.036,0.925,,7.003,39.289,945.61,1015.82,0,0,1,0
1785733468.036,2026-08-03T01:04:28.036,0.925,,7.003,39.289,945.61,1015.82,0,0,1,0
1785733469.036,2026-08-03T01:04:29.036,0.925,,7.003,39.289,945.61,1015.82,0,0,1,0
1785733470.036,2026-08-03T01:04:30.036,0.925,,7.003,39.350,945.61,1015.95,0,0,1,0
1785733471.036,2026-08-03T01:04:31.036,0.925,,7.003,39.289,945.61,1015.82,0,0,1,0
1785733472.036,2026-08-03T01:04:32.036,0.925,,7.003,39.289,945.61,1015.82,0,0,1,0
1785733473.036,2026-08-03T01:04:33.036,0.925,,7.003,39.289,945.61,1015.82,0,0,1,0
1785733474.036,2026-08-03T01:04:34.036,0.925,,7.003,39.289,945.61,1015.82,0,0,1,0
1785733475.036,2026-08-03T01:04:35.036,0.925,,7.003,39.289,945.61,1015.82,0,0,1,0
1785733476.036,2026-08-03T01:04:36.036,0.925,,7.003,39.289,945.61,1015.82,0,0,1,0
1785733477.036,2026-08-03T01:04:37.036,0.925,,7.063,39.350,945.74,1015.95,0,0,1,0
1785733478.036,2026-08-03T01:04:38.036,0.925,,7.063,39.350,945.74,1015.95,0,0,1,0
1785733479.036,2026-08-03T01:04:39.036,0.925,,7.003,39.350,945.61,1015.95,0,0,1,0
1785733480.036,2026-08-03T01:04:40.036,0.925,,7.003,39.350,945.61,1015.95,0,0,1,0
1785733481.036,2026-08-03T01:04:41.036,0.925,,7.003,39.289,945.61,1015.82,0,0,1,0
1785733482.036,2026-08-03T01:04:42.036,0.925,,7.003,39.289,945.61,1015.82,0,0,1,0
1785733483.036,2026-08-03T01:04:43.036,0.925,,7.003,39.289,945.61,1015.82,0,0,1,0
1785733484.036,2026-08-03T01:04:44.036,0.925,,7.003,39.289,945.61,1015.82,0,0,1,0
1785733485.036,2026-08-03T01:04:45.036,0.925,,7.003,39.289,945.61,1015.82,0,0,1,0
1785733486.036,2026-08-03T01:04:46.036,0.925,,7.063,39.289,945.74,1015.82,0,0,1,0
1785733487.036,2026-08-03T01:04:47.036,0.925,,7.003,39.350,945.61,1015.95,0,0,1,0
1785733488.036,2026-08-03T01:04:48.036,0.925,,7.063,39.289,945.74,1015.82,0,0,1,0
1785733489.036,2026-08-03T01:04:49.036,0.925,,7.063,39.289,945.74,1015.82,0,0,1,0
1785733490.036,2026-08-03T01:04:50.036,0.925,,7.063,39.289,945.74,1015.82,0,0,1,0
1785733491.036,2026-08-03T01:04:51.036,0.925,,7.063,39.350,945.74,1015.95,0,0,1,0
1785733492.036,2026-08-03T01:04:52.036,0.925,,7.063,39.350,945.74,1015.95,0,0,1,0
1785733493.036,2026-08-03T01:04:53.036,0.925,,7.063,39.289,945.74,1015.82,0,0,1,0
1785733494.036,2026-08-03T01:04:54.036,0.925,,7.063,39.350,945.74,1015.95,0,0,1,0
1785733495.036,2026-08-03T01:04:55.036,0.925,,7.063,39.350,945.74,1015.95,0,0,1,0
1785733496.036,2026-08-03T01:04:56.036,0.925,,7.063,39.289,945.74,1015.82,0,0,1,0
1785733497.036,2026-08-03T01:04:57.036,0.925,,7.063,39.289,945.74,1015.82,0,0,1,0
1785733498.036,2026-08-03T01:04:58.036,0.925,,7.063,39.289,945.74,1015.82,0,0,1,0
1785733499.036,2026-08-03T01:04:59.036,0.925,,7.063,39.350,945.74,1015.95,0,0,1,0
1785733500.036,2026-08-03T01:05:00.036,0.925,,7.063,39.289,945.74,1015.82,0,0,1,0
1785733501.036,2026-08-03T01:05:01.036,0.925,,7.063,39.350,945.74,1015.95,0,0,1,0
1785733502.036,2026-08-03T01:05:02.036,0.925,,7.063,39.350,945.74,1015.95,0,0,1,0
1785733503.036,2026-08-03T01:05:03.036,0.925,,7.063,39.350,945.74,1015.95,0,0,1,0
1785733504.036,2026-08-03T01:05:04.036,0.925,,7.063,39.350,945.74,1015.95,0,0,1,0
1785733505.036,2026-08-03T01:05:05.036,0.925,,7.063,39.350,945.74,1015.95,0,0,1,0
1785733506.036,2026-08-03T01:05:06.036,0.925,,7.063,39.289,945.74,1015.82,0,0,1,0
1785733507.036,2026-08-03T01:05:07.036,0.925,,7.063,39.289,945.74,1015.82,0,0,1,0
1785733508.036,2026-08-03T01:05:08.036,0.925,,7.063,39.289,945.74,1015.82,0,0,1,0
1785733509.036,2026-08-03T01:05:09.036,0.925,,7.063,39.350,945.74,1015.95,0,0,1,0
1785733510.036,2026-08-03T01:05:10.036,0.925,,7.063,39.350,945.74,1015.95,0,0,1,0
1785733511.036,2026-08-03T01:05:11.036,0.925,,7.063,39.289,945.74,1015.82,0,0,1,0
1785733512.036,2026-08-03T01:05:12.036,0.925,,7.063,39.289,945.74,1015.82,0,0,1,0
1785733513.036,2026-08-03T01:05:13.036,0.925,,7.063,39.350,945.74,1015.95,0,0,1,0
1785733514.036,2026-08-03T01:05:14.036,0.925,,7.063,39.350,945.74,1015.95,0,0,1,0
1785733515.036,2026-08-03T01:05:15.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733516.036,2026-08-03T01:05:16.036,0.925,,7.063,39.350,945.74,1015.95,0,0,1,0
1785733517.036,2026-08-03T01:05:17.036,0.925,,7.063,39.350,945.74,1015.95,0,0,1,0
1785733518.036,2026-08-03T01:05:18.036,0.925,,7.123,39.289,945.87,1015.82,0,0,1,0
1785733519.036,2026-08-03T01:05:19.036,0.925,,7.123,39.289,945.87,1015.82,0,0,1,0
1785733520.036,2026-08-03T01:05:20.036,0.925,,7.063,39.289,945.74,1015.82,0,0,1,0
1785733521.036,2026-08-03T01:05:21.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733522.036,2026-08-03T01:05:22.036,0.925,,7.063,39.289,945.74,1015.82,0,0,1,0
1785733523.036,2026-08-03T01:05:23.035,0.925,,7.063,39.350,945.74,1015.95,0,0,1,0
1785733524.036,2026-08-03T01:05:24.036,0.925,,7.063,39.350,945.74,1015.95,0,0,1,0
1785733525.036,2026-08-03T01:05:25.036,0.925,,7.123,39.289,945.87,1015.82,0,0,1,0
1785733526.036,2026-08-03T01:05:26.036,0.925,,7.123,39.289,945.87,1015.82,0,0,1,0
1785733527.036,2026-08-03T01:05:27.036,0.925,,7.123,39.289,945.87,1015.82,0,0,1,0
1785733528.036,2026-08-03T01:05:28.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733529.036,2026-08-03T01:05:29.036,0.925,,7.123,39.289,945.87,1015.82,0,0,1,0
1785733530.036,2026-08-03T01:05:30.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733531.036,2026-08-03T01:05:31.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733532.036,2026-08-03T01:05:32.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733533.036,2026-08-03T01:05:33.036,0.925,,7.123,39.289,945.87,1015.82,0,0,1,0
1785733534.036,2026-08-03T01:05:34.035,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733535.036,2026-08-03T01:05:35.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733536.036,2026-08-03T01:05:36.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733537.036,2026-08-03T01:05:37.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733538.036,2026-08-03T01:05:38.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733539.036,2026-08-03T01:05:39.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733540.036,2026-08-03T01:05:40.036,0.925,,7.123,39.410,945.87,1016.08,0,0,1,0
1785733541.036,2026-08-03T01:05:41.036,0.925,,7.123,39.410,945.87,1016.08,0,0,1,0
1785733542.036,2026-08-03T01:05:42.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733543.036,2026-08-03T01:05:43.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733544.036,2026-08-03T01:05:44.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733545.036,2026-08-03T01:05:45.036,0.925,,7.123,39.289,945.87,1015.82,0,0,1,0
1785733546.036,2026-08-03T01:05:46.036,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733547.036,2026-08-03T01:05:47.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733548.036,2026-08-03T01:05:48.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733549.036,2026-08-03T01:05:49.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733550.036,2026-08-03T01:05:50.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733551.036,2026-08-03T01:05:51.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733552.036,2026-08-03T01:05:52.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733553.036,2026-08-03T01:05:53.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733554.036,2026-08-03T01:05:54.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733555.036,2026-08-03T01:05:55.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733556.036,2026-08-03T01:05:56.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733557.036,2026-08-03T01:05:57.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733558.036,2026-08-03T01:05:58.036,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733559.036,2026-08-03T01:05:59.035,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733560.036,2026-08-03T01:06:00.036,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733561.036,2026-08-03T01:06:01.036,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733562.036,2026-08-03T01:06:02.036,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733563.036,2026-08-03T01:06:03.036,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733564.036,2026-08-03T01:06:04.036,0.925,,7.244,39.350,946.14,1015.95,0,0,1,0
1785733565.036,2026-08-03T01:06:05.035,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733566.036,2026-08-03T01:06:06.036,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733567.036,2026-08-03T01:06:07.036,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733568.036,2026-08-03T01:06:08.036,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733569.036,2026-08-03T01:06:09.036,0.925,,7.123,39.350,945.87,1015.95,0,0,1,0
1785733570.036,2026-08-03T01:06:10.035,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733571.036,2026-08-03T01:06:11.035,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733572.036,2026-08-03T01:06:12.036,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733573.036,2026-08-03T01:06:13.036,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733574.036,2026-08-03T01:06:14.036,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733575.036,2026-08-03T01:06:15.035,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733576.036,2026-08-03T01:06:16.036,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733577.036,2026-08-03T01:06:17.036,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733578.036,2026-08-03T01:06:18.036,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733579.036,2026-08-03T01:06:19.035,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733580.036,2026-08-03T01:06:20.036,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733581.036,2026-08-03T01:06:21.036,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733582.036,2026-08-03T01:06:22.036,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733583.036,2026-08-03T01:06:23.036,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733584.036,2026-08-03T01:06:24.036,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733585.036,2026-08-03T01:06:25.036,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733586.036,2026-08-03T01:06:26.036,0.925,,7.244,39.350,946.14,1015.95,0,0,1,0
1785733587.036,2026-08-03T01:06:27.035,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733588.036,2026-08-03T01:06:28.036,0.925,,7.244,39.350,946.14,1015.95,0,0,1,0
1785733589.036,2026-08-03T01:06:29.036,0.925,,7.244,39.350,946.14,1015.95,0,0,1,0
1785733590.036,2026-08-03T01:06:30.036,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733591.036,2026-08-03T01:06:31.036,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733592.036,2026-08-03T01:06:32.035,0.925,,7.244,39.350,946.14,1015.95,0,0,1,0
1785733593.036,2026-08-03T01:06:33.035,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733594.036,2026-08-03T01:06:34.036,0.925,,7.183,39.350,946.01,1015.95,0,0,1,0
1785733595.036,2026-08-03T01:06:35.035,0.925,,7.244,39.350,946.14,1015.95,0,0,1,0
1785733596.036,2026-08-03T01:06:36.036,0.925,,7.244,39.350,946.14,1015.95,0,0,1,0
1785733597.036,2026-08-03T01:06:37.036,0.925,,7.244,39.350,946.14,1015.95,0,0,1,0
1785733598.036,2026-08-03T01:06:38.036,0.925,,7.244,39.350,946.14,1015.95,0,0,1,0
1785733599.036,2026-08-03T01:06:39.036,0.925,,7.244,39.350,946.14,1015.95,0,0,1,0
1785733600.036,2026-08-03T01:06:40.036,0.925,,7.244,39.350,946.14,1015.95,0,0,1,0
1785733601.036,2026-08-03T01:06:41.035,0.925,,7.244,39.350,946.14,1015.95,0,0,1,0
1785733602.036,2026-08-03T01:06:42.036,0.925,,7.244,39.350,946.14,1015.95,0,0,1,0
1785733603.036,2026-08-03T01:06:43.035,0.925,,7.244,39.350,946.14,1015.95,0,0,1,0
1785733604.036,2026-08-03T01:06:44.035,0.925,,7.244,39.350,946.14,1015.95,0,0,1,0
1785733605.036,2026-08-03T01:06:45.035,0.925,,7.244,39.350,946.14,1015.95,0,0,1,0
1785733606.036,2026-08-03T01:06:46.035,0.925,,7.244,39.350,946.14,1015.95,0,0,1,0
1785733607.036,2026-08-03T01:06:47.036,0.925,,7.244,39.350,946.14,1015.95,0,0,1,0
1785733608.036,2026-08-03T01:06:48.035,0.925,,7.244,39.350,946.14,1015.95,0,0,1,0
1785733609.036,2026-08-03T01:06:49.036,0.925,,7.244,39.350,946.14,1015.95,0,0,1,0
1785733610.036,2026-08-03T01:06:50.035,0.925,,7.244,39.350,946.14,1015.95,0,0,1,0
1785733611.036,2026-08-03T01:06:51.036,0.925,,7.244,39.350,946.14,1015.95,0,0,1,0
